SKU,Title,Average Rating,Rating Count,Sponsored,Price,Old Price,Discount,Express,Rank,Link
productBox-ZE5D7520215AA49D4ED49Z,"NNEWVANTE
Nnewvante Silk Sleep…",4.1,4,N,AED 23.95,35.95,33% OFF,Y,74,https://www.noon.com/uae-en/nnewvante-silk-sleep-mask-2-pack-100-real-natural-pure-silk-eye-mask-with-adjustable-strap-eye-mask-for-sleeping-eye-sleep-shade-cover-blocks-light-reduces-puffy-eyes-gifts/Z549615CC1C4033D14D98Z/p/?o=z549615cc1c4033d14d98z-1
productBox-ZE5D7520215AA49D4ED49Z,"Qiccijoo Qiccijoo Ankle
Weights Set 1 Pair 4k…",N/A,N/A,N,AED 89,N/A,N/A,Y,75,https://www.noon.com/uae-en/qiccijoo-ankle-weights-set-1-pair-4kg-8-8lb-workout-ankle-weights-for-women-or-men-wrist-leg-weights-for-fitness-running-walking-2-2kg-4-4lb-blue/ZFC4F2BC1E9DC7B33305BZ/p/?o=zfc4f2bc1e9dc7b33305bz-1
productBox-ZE5D7520215AA49D4ED49Z,"spa luxetique Gym
Flooring EVA Foam Fl…",N/A,N/A,N,AED 77,100,23% OFF,Y,76,https://www.noon.com/uae-en/gym-flooring-eva-foam-floor-32-pcs-for-home-gym-interlocking-exercise-mat-tiles-for-home-gym-exercise-eva-foam-floor-padding-with-border-for-workout-equipment-floor-padding-for-kids-baby-play-mat/Z0A0252AD40FA37EEE1C0Z/p/?o=z0a0252ad40fa37eee1c0z-1
productBox-ZE5D7520215AA49D4ED49Z,"Gerenic Yoga Balance
Wheel, 18.5cm/7.3in …",N/A,N/A,N,AED 133,N/A,N/A,Y,77,https://www.noon.com/uae-en/yoga-balance-wheel-18-5cm-7-3in-width-yoga-balance-circle-yoga-prop-wheel-for-yoga-poses-increasing-flexibility-yoga-stretching-wheel-non-slip-perfect-yoga-prop-for-beginner/ZB7ECA0F54587EF32E924Z/p/?o=zb7eca0f54587ef32e924z-1
productBox-ZE5D7520215AA49D4ED49Z,"Spall Camouflage
Design 6mm Yoga Ma…",N/A,N/A,N,AED 43.50,110,60% OFF,Y,78,https://www.noon.com/uae-en/camouflage-design-6mm-yoga-mat-non-slip-durable-and-comfortable-mat-for-yoga-pilates-fitness/ZEB64C7D2BE878CEA88A7Z/p/?o=zeb64c7d2be878cea88a7z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Anti-Tear
Exercise Mat With Car…",4.5,1.1K,N,AED 35.80,N/A,N/A,Y,79,https://www.noon.com/uae-en/anti-tear-exercise-mat-with-carrying-strap/N20034893A/p/?o=d6f1ea275e88dc5d
productBox-ZE5D7520215AA49D4ED49Z,"Generic Pilates Bar Kit
with Resistance Band…",5.0,1,N,AED 118.50,150,21% OFF,Y,80,https://www.noon.com/uae-en/pilates-bar-kit-with-resistance-bands-150lbs-resistance-bands-set-with-bar-portable-pilates-equipment/ZBD63D22D7E92C0DD530EZ/p/?o=zbd63d22d7e92c0dd530ez-1
productBox-ZE5D7520215AA49D4ED49Z,"Bernessi 8MM Yoga
Mat with Carrying Str…",4.8,62,N,AED 69.90,165,57% OFF,Y,81,https://www.noon.com/uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-pink-black-color/Z24E1B5B4FDE8BB5C6111Z/p/?o=z24e1b5b4fde8bb5c6111z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Sports Fitness
Pilates Circle Yoga Ri…",5.0,1,N,AED 27.90,55,49% OFF,Y,82,https://www.noon.com/uae-en/sports-fitness-pilates-circle-yoga-ring-for-women-38x38cm-pink/Z166CFFAB78D35C181A54Z/p/?o=z166cffab78d35c181a54z-1
productBox-ZE5D7520215AA49D4ED49Z,"MahMir MahMir Yoga
Mat Anti Slip Exercise…",4.5,29,N,AED 49.95,69.95,28% OFF,Y,83,https://www.noon.com/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cmx61cmx6mm-thickness-for-woman-man-beginners-dark-grey-black/Z83C8A1AAB21D372A0063Z/p/?o=z83c8a1aab21d372a0063z-1
productBox-ZE5D7520215AA49D4ED49Z,"RIGID FITNESS 6mm
Anti-Slip TPE Yoga Ma…",4.4,11,N,AED 74.95,89.95,16% OFF,Y,84,https://www.noon.com/uae-en/6mm-anti-slip-tpe-yoga-mat-with-strap-bag-knee-support-non-slip-lightweight-for-yoga-pilates-fitness-home-workouts-183-66-cm-gold-black/Z66B112C708303963BEC4Z/p/?o=z66b112c708303963bec4z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Foam Roller
Yoga Fitness BLACK",5.0,1,N,AED 43.45,55,20% OFF,Y,85,https://www.noon.com/uae-en/foam-roller-yoga-fitness-black/Z49B29A165B21554214D9Z/p/?o=z49b29a165b21554214d9z-1
productBox-ZE5D7520215AA49D4ED49Z,"Cool Baby Yoga Foam
Roller",4.4,15,N,AED 42.25,120,64% OFF,Y,86,https://www.noon.com/uae-en/yoga-foam-roller/N48797189A/p/?o=c194847cd94e357c
productBox-ZE5D7520215AA49D4ED49Z,"Vitacelli Facial Neck
Lifting Machine White",4.6,3,N,AED 49.50,85,41% OFF,Y,87,https://www.noon.com/uae-en/facial-neck-lifting-machine-white/Z240D8A40A030A377C5B9Z/p/?o=z240d8a40a030a377c5b9z-1
productBox-ZE5D7520215AA49D4ED49Z,"MahMir Mahmir® EVA
Foam Roller for Yoga, …",3.9,3,N,AED 29.95,N/A,N/A,N,88,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-purple/Z3E2E257C831381D4E87DZ/p/?o=d4079efcfcdd6bfe
productBox-ZE5D7520215AA49D4ED49Z,"Cool Baby Yoga Foam
Roller",4.4,15,N,AED 42.25,120,64% OFF,Y,89,https://www.noon.com/uae-en/yoga-foam-roller/N48797189A/p/?o=c194847cd94e357c
productBox-ZE5D7520215AA49D4ED49Z,"Cool Baby Style Pilates
Reformer Pilates Dira…",N/A,N/A,N,"AED 4,683","5,299",11% OFF,Y,90,https://www.noon.com/uae-en/pilates-reformer-pilates-dirac-loft-bed-yoga-bed-home-commercial-fitness-equipment/Z0A4AFCE1AF3073FD83C2Z/p/?o=z0a4afce1af3073fd83c2z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic 6Pcs Cooling
Towel, Ice Sports Tow…",N/A,N/A,N,AED 29.90,99.90,70% OFF,Y,91,https://www.noon.com/uae-en/6pcs-cooling-towel-ice-sports-towel-cool-towel-for-instant-cooling-for-yoga-travel-golf-gym-camping-fitness-running-workout-more-activities-31-5-x11-8/Z3D591942C928706275A9Z/p/?o=z3d591942c928706275a9z-1
productBox-ZE5D7520215AA49D4ED49Z,"WENBO Pilates
Exercise Resistance B…",N/A,N/A,N,AED 33,40,17% OFF,Y,92,https://www.noon.com/uae-en/pilates-exercise-resistance-band-pilates-stick-for-man-women-home-gym-workout-fitness-yoga-pink/Z8FBFEA550DEC00C9F00BZ/p/?o=z8fbfea550dec00c9f00bz-1
productBox-ZE5D7520215AA49D4ED49Z,"Kanteen Store Anti
Burst Sports Swiss Yo…",4.4,292,N,AED 29,44,34% OFF,Y,93,https://www.noon.com/uae-en/anti-burst-sports-swiss-yoga-aerobic-body-fitness-ball-65cm-65cm/N22815219A/p/?o=cd4a3abe48782d5a
productBox-ZE5D7520215AA49D4ED49Z,"Generic Pilates Yoga
Bed Yoga Studio Pilat…",N/A,N/A,N,"AED 1,969","2,500",21% OFF,Y,94,https://www.noon.com/uae-en/pilates-yoga-bed-yoga-studio-pilates-core-bed-pilates-training-bed-strength-adjustment-stainless-steel-yoga-training-bed/Z3C8FFE396E1C4B2EFA2DZ/p/?o=z3c8ffe396e1c4b2efa2dz-1
productBox-ZE5D7520215AA49D4ED49Z,"Cool Baby Style
Non-slip Thick and Co…",N/A,N/A,N,AED 87.10,123,29% OFF,Y,95,https://www.noon.com/uae-en/non-slip-thick-and-comfortable-home-yoga-mat-perfect-grip/ZF69801CF83C5C088AFC3Z/p/?o=zf69801cf83c5c088afc3z-1
productBox-ZE5D7520215AA49D4ED49Z,"Cool Baby Style
COOLBABY Yoga Mat…",N/A,N/A,N,AED 158,N/A,N/A,Y,96,https://www.noon.com/uae-en/coolbaby-yoga-mat-the-world-s-best-eco-friendly-non-slip-yoga-mat-with-the-original-unique-alignment-marker-system-thick-comfortable-yoga-mat-for-home-gym-outdoor-183-cmx-68cm-x-5mm/Z2C02609363D7578F6618Z/p/?o=z2c02609363d7578f6618z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Pilates Yoga
Wedge Massage Corr…",N/A,N/A,N,AED 265.65,299,11% OFF,Y,97,https://www.noon.com/uae-en/pilates-yoga-wedge-massage-correction-yoga-foam-kyphosis-correction-detachable-large-spine-yoga-equipment/ZE2F44D040EE0D524F04DZ/p/?o=ze2f44d040ee0d524f04dz-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Pilates Yoga
Wedge Massage Corr…",N/A,N/A,N,AED 239.20,299,20% OFF,Y,98,https://www.noon.com/uae-en/pilates-yoga-wedge-massage-correction-yoga-foam-kyphosis-correction-detachable-large-spine-yoga-equipment/ZC6C0044F2081F98BB4CFZ/p/?o=zc6c0044f2081f98bb4cfz-1
productBox-ZE5D7520215AA49D4ED49Z,"GROIC Yoga Mat, Extra
Wide 72""x 31.5"" x 0.2…",5.0,1,N,AED 123.40,250,50% OFF,Y,99,https://www.noon.com/uae-en/yoga-mat-extra-wide-72-x-31-5-x-0-24-pilates-fitness-mats-with-alignment-marks-non-slip-fitness-yoga-mats-exercise-mats-for-yoga-pilates-home-floor-workout-with-carrying-sling-and-storage-bag/Z3F95B162CE89D5F0E378Z/p/?o=z3f95b162ce89d5f0e378z-1
productBox-ZE5D7520215AA49D4ED49Z,"RATSAW High Density
Yoga Foam Roller for …",4.3,3,N,AED 69,137,49% OFF,Y,100,https://www.noon.com/uae-en/high-density-yoga-foam-roller-for-back-legs-exercise-massage-muscle-recovery-and-for-pain-relief-great-for-fitness-enthusiasts-of-all-levels-60cm-perfect-for-developing-core-and-stamina/ZC40EA8B4693C1223B885Z/p/?o=zc40ea8b4693c1223b885z-1
productBox-ZE5D7520215AA49D4ED49Z,"body heart Yoga Ball
With Air Pump - 65 c…",4.3,60,N,AED 37.45,N/A,N/A,Y,101,https://www.noon.com/uae-en/yoga-ball-with-air-pump-65-cm-65cm-65cm/N16529616A/p/?o=be578ba74d4a4a8f
productBox-ZE5D7520215AA49D4ED49Z,"FFA SPORTS Fitness
for All FFA SPORTS E…",N/A,N/A,N,AED 44,50,12% OFF,Y,102,https://www.noon.com/uae-en/ffa-sports-extra-10mm-thick-exercise-mat-non-slip-with-carrying-strap-ideal-for-pilates-yoga-and-many-other-home-workouts/ZBB78D5C43CF34B9706F2Z/p/?o=zbb78d5c43cf34b9706f2z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Cooling
Towel,2Pack Quick-Dr…",N/A,N/A,N,AED 39.95,47,14% OFF,Y,103,https://www.noon.com/uae-en/cooling-towel-2pack-quick-dry-gym-towels-with-silicone-storage-case-carabiner-for-neck-face-superfiber-sweat-absorbent-towel-for-running-yoga-fitness-portable-sports-towel-for-camping-hiking-green/Z4D024F66B863C60E1BECZ/p/?o=z4d024f66b863c60e1becz-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Pilates Yoga
Wedge Massage Corr…",N/A,N/A,N,AED 299,N/A,N/A,Y,104,https://www.noon.com/uae-en/pilates-yoga-wedge-massage-correction-yoga-foam-kyphosis-correction-detachable-large-spine-yoga-equipment/Z51CFFC93511AF6D8ACAEZ/p/?o=z51cffc93511af6d8acaez-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Pilates Yoga
Wedge Massage Corr…",N/A,N/A,N,AED 236.20,299,21% OFF,Y,105,https://www.noon.com/uae-en/pilates-yoga-wedge-massage-correction-yoga-foam-kyphosis-correction-detachable-large-spine-yoga-equipment/Z31FC466FC0B39E7240FCZ/p/?o=z31fc466fc0b39e7240fcz-1
productBox-ZE5D7520215AA49D4ED49Z,"Align-Pilates
Align-Pilates Jump Bo…",N/A,N/A,N,AED 695,N/A,N/A,Y,106,https://www.noon.com/uae-en/align-pilates-jump-board-compatible-with-c-f-r-h-series-pilates-reformers-durable-versatile-accessory/ZC83D0F8861A9AB191AE8Z/p/?o=zc83d0f8861a9ab191ae8z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Foam Roller
Yoga Fitness- Black",4.4,15,N,AED 34.30,49,30% OFF,Y,107,https://www.noon.com/uae-en/foam-roller-yoga-fitness-black/ZCA2828C9D51068BEECD1Z/p/?o=zca2828c9d51068beecd1z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Portable
Pilates Studio Exercis…",N/A,N/A,N,AED 36,65,44% OFF,Y,108,https://www.noon.com/uae-en/portable-pilates-studio-exercise-stick-kit-yoga-belt-pilates-bar-with-foot-strap-for-full-body-workout/ZC4AC12C1B1374B0D96E2Z/p/?o=zc4ac12c1b1374b0d96e2z-1
productBox-ZE5D7520215AA49D4ED49Z,"Toshionics Anti Slip
Fitness Exercise Gym …",3.7,3,N,AED 31.75,60,47% OFF,Y,109,https://www.noon.com/uae-en/anti-slip-fitness-exercise-gym-yoga-mats-4mm-thick-for-indoor-and-outdoor-61x173cm-multicolor/ZFF6D1886AAD421874DF1Z/p/?o=zff6d1886aad421874df1z-1
productBox-ZE5D7520215AA49D4ED49Z,"FFA SPORTS Fitness
for All FFA SPORTS E…",N/A,N/A,N,AED 44,50,12% OFF,Y,110,https://www.noon.com/uae-en/ffa-sports-extra-10mm-thick-exercise-mat-non-slip-with-carrying-strap-ideal-for-pilates-yoga-and-many-other-home-workouts/ZE302022BCDD355B5D1DFZ/p/?o=ze302022bcdd355b5d1dfz-1
productBox-ZE5D7520215AA49D4ED49Z,"Cool Baby Style
COOLBABY Pilates R…",N/A,N/A,N,"AED 3,910","4,779",18% OFF,Y,111,https://www.noon.com/uae-en/coolbaby-pilates-reformer-pilates-multifunctional-yoga-bed-pilates-core-bed-fitness-equipment-pilates-training-bed-strength-adjustment-solid-wood/ZC252AE4B171F6F4B24C7Z/p/?o=zc252ae4b171f6f4b24c7z-1
productBox-ZE5D7520215AA49D4ED49Z,"WENBO Set of 2 Yoga
Blocks EVA Foam Hig…",5.0,1,N,AED 31.50,39,19% OFF,Y,112,https://www.noon.com/uae-en/set-of-2-yoga-blocks-eva-foam-high-density-non-slip-yoga-bricks-for-meditation-balance-exercise/ZBCE778416BAE21D1E4CCZ/p/?o=zbce778416bae21d1e4ccz-1
productBox-ZE5D7520215AA49D4ED49Z,"GROIC 5Kg SandBell
Sandbag Filled Exerci…",4.3,6,N,AED 45,200,77% OFF,Y,113,https://www.noon.com/uae-en/5kg-sandbell-sandbag-filled-exercise-pattern-workout-bag-use-at-home-gym-equipment-an-anywhere-sand-bag-kettlebell-ships-pre-filled-for-fitness/ZCAFC184D73864AC47048Z/p/?o=zcafc184d73864ac47048z-1
productBox-ZE5D7520215AA49D4ED49Z,"Made2Motivate
Sensory Compression…",N/A,N/A,N,AED 250,N/A,N/A,Y,114,https://www.noon.com/uae-en/sensory-compression-swing-for-kids-with-special-needs-sensory-compression-swing-a-therapeutic-and-calming-solution-for-sensory-processing-disorder/Z7FA5F23DDFD4E9BFF5BBZ/p/?o=z7fa5f23ddfd4e9bff5bbz-1
productBox-ZE5D7520215AA49D4ED49Z,"Gaiam Relax Facial
Roller",5.0,2,N,AED 88.45,132,32% OFF,Y,115,https://www.noon.com/uae-en/relax-facial-roller/ZFB935DC5F77BDE082138Z/p/?o=zfb935dc5f77bde082138z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Sweat
Absorption Exercise T…",4.1,11,N,AED 27.40,N/A,N/A,Y,116,https://www.noon.com/uae-en/sweat-absorption-exercise-towel/N30510833A/p/?o=e28c34209cfd45cd
productBox-ZE5D7520215AA49D4ED49Z,"Prickly Pear Prickly
Pear Wander Print No…",N/A,N/A,N,AED 128,240,46% OFF,Y,117,https://www.noon.com/uae-en/prickly-pear-wander-print-non-slip-suede-top-1mm-travel-yoga-mat-lightweight-and-portable/Z77ADCFB0785D9F108D97Z/p/?o=z77adcfb0785d9f108d97z-1
productBox-ZE5D7520215AA49D4ED49Z,"OASIS-TH Pilates pose
Yoga mat Large size 1…",N/A,N/A,N,AED 49,99,50% OFF,Y,118,https://www.noon.com/uae-en/pilates-pose-yoga-mat-large-size-173-x-61-x-0-6-cm-fitness-yoga-mat-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio/Z81B74583AAC3F321A3C4Z/p/?o=z81b74583aac3f321a3c4z-1
productBox-ZE5D7520215AA49D4ED49Z,"GROIC Yoga Mat, Extra
Wide 72.8""x 31.5"" x 0.…",5.0,1,N,AED 114.60,250,54% OFF,Y,119,https://www.noon.com/uae-en/yoga-mat-extra-wide-72-8-x-31-5-x-0-24-pilates-fitness-mats-with-alignment-marks-non-slip-fitness-yoga-mats-exercise-mats-for-yoga-pilates-home-floor-workout-with-carrying-sling-and-storage-bag/Z2B7C5314964850AA3020Z/p/?o=z2b7c5314964850aa3020z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Yoga Foam
Roller",4.1,17,N,AED 22.25,34,34% OFF,Y,120,https://www.noon.com/uae-en/yoga-foam-roller/N16543539A/p/?o=e7f35cca553f650f
productBox-ZE5D7520215AA49D4ED49Z,"Generic 5-Piece Yoga
Equipment Set",3.2,28,N,AED 41.95,N/A,N/A,Y,121,https://www.noon.com/uae-en/5-piece-yoga-equipment-set/N36557376A/p/?o=f50ed903db28ea9f
productBox-ZE5D7520215AA49D4ED49Z,"Generic Fittex Tough
Non-Slip 10mm Thick …",4.5,18,N,AED 35,49,28% OFF,Y,122,https://www.noon.com/uae-en/fittex-tough-non-slip-10mm-thick-yoga-mat-with-carry-strap-188x61x1cm-blue/Z7A1C994ECFB83F3B83C3Z/p/?o=z7a1c994ecfb83f3b83c3z-1
productBox-ZE5D7520215AA49D4ED49Z,"GROIC Squat Wedge
Block Non Slip Profes…",N/A,N/A,N,AED 78.10,,N/A,N,123,https://www.noon.com/uae-en/squat-wedge-block-non-slip-professional-slant-board-squat-ramp-foot-wedges-for-squats-yoga-wedge-great-for-exercise-stretching-equipment/ZFFE77555554D946085DFZ/p/?o=zffe77555554d946085dfz-1
productBox-ZE5D7520215AA49D4ED49Z,"TA SPORTS EVA Yoga
Mat",4.6,7,N,AED 19.80,32.90,39% OFF,Y,124,https://www.noon.com/uae-en/eva-yoga-mat/N12408307A/p/?o=bfbd6413ba62b54c
productBox-ZE5D7520215AA49D4ED49Z,"Gaiam Marrakesh Yoga
Mat 4mm",N/A,N/A,N,AED 114.80,165,30% OFF,Y,125,https://www.noon.com/uae-en/marrakesh-yoga-mat-4mm/ZD662F27EA6FC5953FC16Z/p/?o=zd662f27ea6fc5953fc16z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic The World's
Best Eco Friendly No…",5.0,1,N,AED 125.30,179,30% OFF,Y,126,https://www.noon.com/uae-en/the-world-s-best-eco-friendly-non-slip-yoga-mat-with-the-original-unique-alignment-marker-system-biodegradable-mat-made-with-natural-rubber-a-warrior-like-grip-183-68-0-5cm/Z96081709DB7AF11FE82CZ/p/?o=z96081709db7af11fe82cz-1
productBox-ZE5D7520215AA49D4ED49Z,"Arabest Aerial Yoga
Swing Set, Yoga Hang…",N/A,N/A,N,AED 66,N/A,N/A,Y,127,https://www.noon.com/uae-en/aerial-yoga-swing-set-yoga-hanging-handstand-exercise-with-extension-strap-hanging-aerial-hammock-for-fitness-dance-yoga-gymnastics/Z40E07DF8863D3C15AA07Z/p/?o=z40e07df8863d3c15aa07z-1
productBox-ZE5D7520215AA49D4ED49Z,"Prickly Pear Prickly
Pear Grey Rollable Yo…",N/A,N/A,N,AED 220,415,46% OFF,Y,128,https://www.noon.com/uae-en/prickly-pear-grey-rollable-yoga-mat-4mm-non-slip-yoga-mat-with-strap-perfect-for-stretching-and-yoga/Z4426A1D383FB5EEBFA68Z/p/?o=z4426a1d383fb5eebfa68z-1
productBox-ZE5D7520215AA49D4ED49Z,"ShebSheb Pilates Yoga
Mat Thick Non Slip Ex…",4.5,11,N,AED 59.90,N/A,N/A,Y,129,https://www.noon.com/uae-en/pilates-yoga-mat-thick-non-slip-exercise-mats-8mm-tpe-for-yoga-workout-pilates-yoga-mats-for-women-men/ZACCFDDC3974DE78FE03AZ/p/?o=zaccfddc3974de78fe03az-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Breathable
Yoga Mat Mesh Bag 1…",3.6,80,N,AED 33,N/A,N/A,Y,130,https://www.noon.com/uae-en/breathable-yoga-mat-mesh-bag-11-8x27-5inch/N37816362A/p/?o=a59e701361a07a7a
productBox-ZE5D7520215AA49D4ED49Z,"RIGID FITNESS Gym
Cooling Towels (3-Pac…",4.3,12,N,AED 49.75,N/A,N/A,N,131,https://www.noon.com/uae-en/gym-cooling-towels-3-pack-ice-sensation-sweat-towel-quick-dry-microfiber-cloth-for-exercise-yoga-running-more-high-absorbency-cooling-towels-for-intense-workouts-100x30cm/Z691A3B8C08D72CA569ECZ/p/?o=cd92098fa513df5b
productBox-ZE5D7520215AA49D4ED49Z,"limodo Anti-Tear
Exercise Mat With Car…",5.0,16,N,AED 46,N/A,N/A,Y,132,https://www.noon.com/uae-en/anti-tear-exercise-mat-with-carrying-strap-60x15cm/N48547358A/p/?o=a73e68c31e339e8c
productBox-ZE5D7520215AA49D4ED49Z,"Manduka Align Yoga
Strap",N/A,N/A,N,AED 109,126,13% OFF,Y,133,https://www.noon.com/uae-en/align-yoga-strap/Z1C9A500C40A7E27BC923Z/p/?o=z1c9a500c40a7e27bc923z-1
productBox-ZE5D7520215AA49D4ED49Z,"RIGID FITNESS 6mm
Anti-Slip TPE Yoga Ma…",4.6,23,N,AED 79.75,89.95,11% OFF,Y,134,https://www.noon.com/uae-en/6mm-anti-slip-tpe-yoga-mat-with-strap-bag-knee-support-non-slip-lightweight-for-yoga-pilates-fitness-home-workouts-183-66-cm-pink-black/Z2B5045D950DFD7AE4E59Z/p/?o=z2b5045d950dfd7ae4e59z-1
productBox-ZE5D7520215AA49D4ED49Z,"TYCOM Tycom
Resistance Loop Ban…",5.0,2,N,AED 28.90,49,41% OFF,Y,135,https://www.noon.com/uae-en/tycom-resistance-loop-bands-resistance-exercise-bands-set-workout-bands-flex-bands-for-home-fitness-stretching-strength-training-physical-therapy-yoga/ZE5D7520215AA49D4ED49Z/p/?o=ze5d7520215aa49d4ed49z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic Portable
Pilates Studio Exercis…",N/A,N/A,N,AED 36,65,44% OFF,Y,136,https://www.noon.com/uae-en/portable-pilates-studio-exercise-stick-kit-yoga-belt-pilates-bar-with-foot-strap-for-full-body-workout/ZC4AC12C1B1374B0D96E2Z/p/?o=zc4ac12c1b1374b0d96e2z-1
productBox-ZE5D7520215AA49D4ED49Z,"Generic 5 Packs
Cooling Towel, Quick …",N/A,N/A,N,AED 30.90,79.95,61% OFF,Y,137,https://www.noon.com/uae-en/5-packs-cooling-towel-quick-dry-sports-towel-for-yoga-fitness-golf-tennis-camping-games-fitness-towel-30x80cm/ZD47F076F0E799BD13A58Z/p/?o=zd47f076f0e799bd13a58z-1
productBox-ZE5D7520215AA49D4ED49Z,"Manduka Align Yoga
Strap",N/A,N/A,N,AED 109,126,13% OFF,Y,138,https://www.noon.com/uae-en/align-yoga-strap/Z1C9A500C40A7E27BC923Z/p/?o=z1c9a500c40a7e27bc923z-1
productBox-ZE5D7520215AA49D4ED49Z,"RIGID FITNESS 6mm
Anti-Slip TPE Yoga Ma…",4.6,23,N,AED 79.75,89.95,11% OFF,Y,139,https://www.noon.com/uae-en/6mm-anti-slip-tpe-yoga-mat-with-strap-bag-knee-support-non-slip-lightweight-for-yoga-pilates-fitness-home-workouts-183-66-cm-pink-black/Z2B5045D950DFD7AE4E59Z/p/?o=z2b5045d950dfd7ae4e59z-1
productBox-ZE5D7520215AA49D4ED49Z,"Cool Baby Style Pilates
Reformer Pilates Dira…",N/A,N/A,N,"AED 4,299","4,999",14% OFF,Y,140,https://www.noon.com/uae-en/pilates-reformer-pilates-dirac-loft-bed-yoga-bed-home-commercial-fitness-equipment/ZD5319B6FE6A3815BBE65Z/p/?o=zd5319b6fe6a3815bbe65z-1
productBox-ZE5D7520215AA49D4ED49Z,"NNEWVANTE
Nnewvante Silk Sleep…",4.1,4,N,AED 23.95,35.95,33% OFF,Y,141,https://www.noon.com/uae-en/nnewvante-silk-sleep-mask-2-pack-100-real-natural-pure-silk-eye-mask-with-adjustable-strap-eye-mask-for-sleeping-eye-sleep-shade-cover-blocks-light-reduces-puffy-eyes-gifts/Z549615CC1C4033D14D98Z/p/?o=z549615cc1c4033d14d98z-1
productBox-ZE5D7520215AA49D4ED49Z,"Qiccijoo Qiccijoo Ankle
Weights Set 1 Pair 4k…",N/A,N/A,N,AED 89,N/A,N/A,Y,142,https://www.noon.com/uae-en/qiccijoo-ankle-weights-set-1-pair-4kg-8-8lb-workout-ankle-weights-for-women-or-men-wrist-leg-weights-for-fitness-running-walking-2-2kg-4-4lb-blue/ZFC4F2BC1E9DC7B33305BZ/p/?o=zfc4f2bc1e9dc7b33305bz-1
productBox-ZE5D7520215AA49D4ED49Z,"YooA 3-Pair Non-slip
Yoga Socks, Cotton Pi…",5.0,1,N,AED 40,60,33% OFF,Y,143,https://www.noon.com/uae-en/3-pair-non-slip-yoga-socks-cotton-pilates-socks-with-3d-silicone-particles-breathable-moisture-wicking-machine-washable-ideal-for-yoga-pilates-ballet-dance-workout-pink-black-grey-fit-size-36-42/ZA1B269ACFAC7EFA4C86AZ/p/?o=za1b269acfac7efa4c86az-1
productBox-ZE5D7520215AA49D4ED49Z,"GROIC 12 Pack Puzzle
Exercise Floor Mat, E…",2.6,6,N,AED 69.70,200,65% OFF,Y,144,https://www.noon.com/uae-en/12-pack-puzzle-exercise-floor-mat-eva-foam-mats-with-interlocking-floor-tiles-12-x-12-foam-gym-mat-protective-flooring-mats-interlocking-for-home-and-gym-equipment/Z6744CF0C300C15718ECAZ/p/?o=z6744cf0c300c15718ecaz-1
productBox-ZE5D7520215AA49D4ED49Z,"Rock Pow Yoga Spike
Mat 66 x 42cm",4.8,4,N,AED 49,119,58% OFF,Y,145,https://www.noon.com/uae-en/yoga-spike-mat-66-x-42cm/N43250379A/p/?o=ddd14961ef997dbf
productBox-ZE5D7520215AA49D4ED49Z,"Generic Gym Exercise
Swiss Fitness Pregna…",4.2,152,N,AED 22.80,23.35,N/A,Y,146,https://www.noon.com/uae-en/gym-exercise-swiss-fitness-pregnancy-birthing-injury-sciatica-yoga-ball/N22816278A/p/?o=df921fa66c4ad22c
productBox-ZE5D7520215AA49D4ED49Z,"GROIC Low Back Leg
Stretch Belt, Leg Stret…",2.5,6,N,AED 55.65,200,72% OFF,Y,147,https://www.noon.com/uae-en/low-back-leg-stretch-belt-leg-stretch-belt-auxiliary-trainer-aerial-yoga-hammock-yoga-fitness-belt-back-bending-split-reversal-belt-fitness-dance-gymnastics-training-accessories/Z66D7264FCDA098864D4DZ/p/?o=z66d7264fcda098864d4dz-1
